response,response_label,channel,response_role,shock,horizon_months,sample_name,controls,nobs,sample_start,sample_end,raw_coefficient_per_unit_shock,raw_std_error_hac,coefficient,std_error_hac,t_stat,p_value,ci_90_low,ci_90_high,ci_95_low,ci_95_high,ci_68_low,ci_68_high,bootstrap_ci_90_low,bootstrap_ci_90_high,bootstrap_ci_68_low,bootstrap_ci_68_high,bootstrap_ci_95_low,bootstrap_ci_95_high,bootstrap_replications,bootstrap_method,ci_method,horizon_consistent_bandwidth,coefficient_10bp_equiv,std_error_10bp_equiv,shock_scale_raw_units,shock_normalization,optional_10bp_scaling_note,r_squared,hac_bandwidth,interpretation_layer
ecb_mir_mortgage_lending_rate,mortgage lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,12,regime_covid,"L1_ecb_mir_mortgage_lending_rate,L2_ecb_mir_mortgage_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",10,2020-03,2020-12,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,,,3.5013109923553807,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,13,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_rate,mortgage lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,24,regime_covid,"L1_ecb_mir_mortgage_lending_rate,L2_ecb_mir_mortgage_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",0,,,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,,,,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,25,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_rate,NFC lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,0,regime_covid,"L1_ecb_mir_nfc_lending_rate,L2_ecb_mir_nfc_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",22,2020-03,2021-12,0.01459044366192883,0.0026977832475365573,0.035406797864499254,0.006546741712659593,5.408308349179604,6.362281931918662e-08,0.02463836601371663,0.046175229715281874,0.022575419891600383,0.048238175837398124,0.0288963389590068,0.04191725676999171,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,0.14590443661928829,0.026977832475365573,2.426711530156345,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.5189842071498479,1,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_rate,NFC lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,1,regime_covid,"L1_ecb_mir_nfc_lending_rate,L2_ecb_mir_nfc_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",21,2020-03,2021-11,0.014096506840835106,0.003439937113417985,0.03492525767179825,0.008522727752160453,4.097896669636659,4.169213078134661e-05,0.02090661801713716,0.04894389732645934,0.018221018227523752,0.051629497116072745,0.02644976387221175,0.04340075147138475,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,2,0.14096506840835107,0.03439937113417985,2.477582429898584,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.5834604195241454,2,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_rate,NFC lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,3,regime_covid,"L1_ecb_mir_nfc_lending_rate,L2_ecb_mir_nfc_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",19,2020-03,2021-09,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,4,,,2.605523586959283,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,4,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_rate,NFC lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,6,regime_covid,"L1_ecb_mir_nfc_lending_rate,L2_ecb_mir_nfc_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",16,2020-03,2021-06,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,7,,,2.821338378337224,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,7,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_rate,NFC lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,12,regime_covid,"L1_ecb_mir_nfc_lending_rate,L2_ecb_mir_nfc_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",10,2020-03,2020-12,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,,,3.5013109923553807,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,13,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_rate,NFC lending rate,banking_lending_conditions,monthly,target_factor_monthly_easing,24,regime_covid,"L1_ecb_mir_nfc_lending_rate,L2_ecb_mir_nfc_lending_rate,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",0,,,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,,,,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,25,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,0,regime_covid,"L1_ecb_mir_mortgage_lending_spread_dfr,L2_ecb_mir_mortgage_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",22,2020-03,2021-12,0.0007354514447445699,0.0011220064336513395,0.0017847285008317899,0.002722785949451306,0.6554788124977093,0.512159523405743,-0.0026938558435356985,0.006263312845199279,-0.003551833897704466,0.007121290899368046,-0.0009229674508928133,0.0044924244525563935,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,0.007354514447445699,0.011220064336513395,2.426711530156345,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.3006029841865012,1,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,1,regime_covid,"L1_ecb_mir_mortgage_lending_spread_dfr,L2_ecb_mir_mortgage_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",21,2020-03,2021-11,-0.003488059678154213,0.0011748810448666503,-0.008641955373032587,0.0029108646339825028,-2.96886199108788,0.0029890480857393087,-0.013429901623803475,-0.0038540091222616984,-0.014347145219509659,-0.0029367655265555154,-0.01153668765525296,-0.005747223090812215,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,2,-0.03488059678154213,0.011748810448666503,2.477582429898584,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.3419188448647459,2,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,3,regime_covid,"L1_ecb_mir_mortgage_lending_spread_dfr,L2_ecb_mir_mortgage_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",19,2020-03,2021-09,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,4,,,2.605523586959283,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,4,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,6,regime_covid,"L1_ecb_mir_mortgage_lending_spread_dfr,L2_ecb_mir_mortgage_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",16,2020-03,2021-06,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,7,,,2.821338378337224,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,7,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,12,regime_covid,"L1_ecb_mir_mortgage_lending_spread_dfr,L2_ecb_mir_mortgage_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",10,2020-03,2020-12,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,13,,,3.5013109923553807,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,13,reduced_form_dynamic_transmission
ecb_mir_mortgage_lending_spread_dfr,mortgage lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,24,regime_covid,"L1_ecb_mir_mortgage_lending_spread_dfr,L2_ecb_mir_mortgage_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",0,,,,,,,,,,,,,,,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,25,,,,1_sd_surprise,10bp equivalent assumes factor units are basis points.,,25,reduced_form_dynamic_transmission
ecb_mir_nfc_lending_spread_dfr,NFC lending spread,banking_lending_conditions,monthly,target_factor_monthly_easing,0,regime_covid,"L1_ecb_mir_nfc_lending_spread_dfr,L2_ecb_mir_nfc_lending_spread_dfr,L1_inflation_ea20_mom,L2_inflation_ea20_mom,L1_dfr_mavg,L2_dfr_mavg",22,2020-03,2021-12,0.014590443661925377,0.0026977832475360113,0.03540679786449088,0.0065467417126582675,5.4083083491794195,6.362281931925219e-08,0.024638366013710434,0.046175229715271326,0.022575419891594603,0.048238175837387154,0.028896338958999745,0.04191725676998201,,,,,,,0,not_run,HAC_Newey_West_horizon_bandwidth,1,0.14590443661925379,0.026977832475360113,2.426711530156345,1_sd_surprise,10bp equivalent assumes factor units are basis points.,0.518984207149848,1,reduced_form_dynamic_transmission
